Ticker,Description,Total Shares Outstanding,Shares Float,Relative Volume,Price,Volume,Market Capitalization,Change %,Post-market Volume,Pre-market Volume,Pre-market Gap %,Pre-market Change %,Pre-market Close,Technical Rating
AVRO,"AVROBIO, Inc.",44088300,37377223.0623,0.27013289,0.693,140724,30553177.25915493,-2.3943662,16255,4675,2.81690141,0,0.71,Strong Sell
ABVC,"ABVC BioPharma, Inc.",33080700,20003899.29,0.94419412,0.92,40212,30434278.10435179,4.80747323,588,600,0.02278423,7.07450444,0.9399,Buy
ABIO,"ARCA biopharma, Inc.",14410100,14222984.8515,0.47645399,2.11,12312,30405401.13592233,2.42718447,173,,,,,Buy
BQ,Boqii Holding Limited,12387409.1111111,10765711.4473301,0.33321096,1.953,14885,30263671,-1.36363636,,,,,,Buy
DERM,Journey Medical Corporation,17765700,5882873.5314,0.56109537,1.69,5565,30219782.11515152,2.42424242,471,,,,,Buy
SUNW,"Sunworks, Inc.",35555300,34618951.1745,0.82255603,0.8495,610851,30204258.5185619,-0.51528282,11505,1195,0.59725963,0.21079752,0.8557,Sell
LNSR,"LENSAR, Inc.",11102600,9557917.4672,0.22583458,2.71,1606,30088077.76556777,-0.73260073,152,,,,,Neutral
SNMP,Evolve Transition Infrastructure LP,231032000,34071675.232,0.68641184,0.13,85706,30034165.2,4,2706,3699,-0.8,2.4,0.128,Sell
VHC,VirnetX Holding Corp,71428300,60432984.6395,9.96121203,0.42,7405941,29999865.44935807,19.82881598,150929,493821,0.14265335,19.97146933,0.4205,Sell
AMPG,"Amplitech Group, Inc.",9637110,6754207.09194,0.41579544,3.11,18752,29971422.39935065,0.97402597,107,,,,,Buy
DBD,Diebold Nixdorf Incorporated,79610500,75284704.2615,0.76604036,0.3763,2949811,29957421.23779604,-9.06234896,40438,30402,-3.93910101,-3.31077815,0.4001,Sell
BFRG,"Bullfrog AI Holdings, Inc.",5670748,844935.781252,0.64143174,5.28,688078,29941555.05617978,-1.12359551,6442,1348,-0.18726592,-0.74906367,5.3,Sell
WVVI,"Willamette Valley Vineyards, Inc.",4964530,3846597.27648,0.19691781,6.03,713,29936109.47208122,2.03045685,102,,,,,Sell
ZIVO,"Zivo Bioscience, Inc.",9419660,6211945.50156,3.37074584,3.17,13965,29860324.52356021,10.64572426,110,,,,,Strong Buy
MAIA,"MAIA Biotechnology, Inc.",10996404,6002793.990348,0.31511736,2.69,51736,29580356.60377359,1.50943396,218,,,,,Sell
BTCM,BIT Mining Limited,10638132.1,10287701.390494,0.88672553,3.06,98044,29574010,10.07194245,1574,,,,,Strong Buy
VLCN,"Volcon, Inc.",24615119,17470236.098584,1.22089876,1.2,47140,29538144.0381558,-4.61049285,272,200,-1.43084261,-1.43084261,1.24,Sell
CLPS,CLPS Incorporation,23626100,9764454.4951,0.53402256,1.25,18957,29532651.54867258,10.61946903,,,,,,Buy
CTHR,Charles & Colvard Ltd.,30523700,23631875.8718,0.12863512,0.964,12814,29424850.33298429,0.94240838,421,,,,,Sell
ORGS,Orgenesis Inc.,27493100,27141600.71650001,0.25336285,1.07,8491,29417639.20754718,0.94339623,441,,,,,Sell
VTGN,"VistaGen Therapeutics, Inc.",219327000,217477415.409,0.90426719,0.1338,1838924,29345890.03317536,5.68720379,23720,4533,2.92259084,1.57977883,0.1286,Sell
HLP,Hongli Group Inc.,12062500,,0.16668957,2.34,197101,29250000.975,-2.5,3355,19424,4.58333333,-1.66666667,2.36,Sell
FENG,Phoenix New Media Limited,5520811.77083333,5507125.67845333,0.05401455,2.41,22035,29237535,0,606,2146,13.69294606,0,2.41,Sell
DSS,"DSS, Inc.",139017000,55818522.891,1.58561958,0.2103,118735,29235309.14857143,0.14285714,1517,,,,,Strong Sell
OPTT,"Ocean Power Technologies, Inc.",56213700,56018694.6747,0.59380087,0.5198,100127,29219893.36105714,1.01049359,894,1410,-2.83715507,-2.8177225,0.5001,Buy
EUDA,Euda Health Holdings Limited,20191770,3614548.93947,0.08600134,1.43,144480,28874229.3125,-10.625,467,17207,-1.875,0,1.6,Strong Sell
ANGH,Anghami Inc.,26005700,3907902.5447,0.08518887,1.11,39790,28866275.36501195,-1.77860366,,270,12.37943545,12.37943545,1.27,Strong Sell
LUMO,"Lumos Pharma, Inc.",8219290,4547231.78031,2.28659574,3.5,29573,28767520.42253522,-1.4084507,,,,,,Buy
DUOT,"Duos Technologies Group, Inc.",7156880,4926839.13328,0.19974434,4.01,3047,28699073.04282116,1.00755668,112,,,,,Buy
DTSS,Datasea Inc.,25601200,9437139.9452,0.76793716,1.12,13745,28673380.99884681,-0.64756498,,,,,,Sell
ZDGE,"Zedge, Inc.",14677100,11730137.9102,0.72770741,1.95,26451,28620321.51832461,2.09424084,616,,,,,Sell
ECOR,"electroCore, Inc.",4749220,4161708.24146,0.68089639,6.02,7991,28590313.35537191,-0.49586777,,,,,,Neutral
IZM,ICZOOM Group Inc.,10326374,6496874,0.23858277,2.76,13644,28500792.70848708,1.84501845,,,,,,Sell
NTRB,Nutriband Inc.,7833150,5063238.4959,1.47340667,3.63,15591,28434334.23426062,6.29575403,,,,,,Buy
JXJT,JX Luxventure Limited,6063330,5544127.0521,0.12874916,4.6868,25104,28417630.66666667,-5.31717172,,1670,-1.61616162,-6.46464646,4.63,Sell
SDPI,"Superior Drilling Products, Inc.",29245100,11257813.5097,0.24197704,0.97,7936,28367728.20942408,1.57068063,614,298,2.60732984,2.61780105,0.98,Neutral
MRM,MEDIROM Healthcare Technologies Inc.,,,1.114014,5.89,3198,28318502,1.55172414,,,,,,Neutral
DLPN,"Dolphin Entertainment, Inc.",12785200,10934082.0328,0.55783187,2.21,24397,28255377.5483871,1.84331797,138,,,,,Buy
JT,Jianpu Technology Inc.,16398809.25,15772341.939031,0.19025704,1.31,10459,28225792,-1.5037594,,,,,,Sell
VAPO,"Vapotherm, Inc.",46220100,39320455.91220001,0.83200091,0.61,156731,28194240.016,-2.4,656,3850,0.48,-1.92,0.613,Buy
SWAG,"Stran & Company, Inc.",18475521,8007309.276921,0.34057522,1.53,7639,28023868.70270271,3.37837838,150,,,,,Sell
NTWK,NETSOL Technologies Inc.,11284000,9436820.484,0.89717877,2.47,8723,27871365.53658537,0.40650407,5044,,,,,Neutral
MSVB,"Mid-Southern Bancorp, Inc.",,,0.12267856,9.66,253,27869476.86196624,-2.113775,,,,,,Sell
TFFP,"TFF Pharmaceuticals, Inc.",36193100,31194977.6624,0.58903732,0.77,110770,27868675.59554635,-0.31071983,546,236,3.57327809,2.27861212,0.79,Buy
VBIV,"VBI Vaccines, Inc.",8608580,8123434.86552,1.42490783,3.23,166187,27805724.71043771,8.75420875,2232,,,,,Neutral
FLGC,Flora Growth Corp.,137240000,112618732.28,0.41631664,0.202,336053,27722407.28,1,3600,7753,0,-4.1,0.1918,Sell
ATXG,Addentax Group Corp.,35454700,33419848.40290001,0.17293206,0.78,348181,27654646.25316456,-1.26582278,31567,8435,0,-0.62025316,0.7851,Sell
BREA,Brera Holdings PLC,11405000,3204999.135,0.85614903,2.42,15088,27600100,1.68067227,,100,1.2605042,1.2605042,2.41,Sell
ZCMD,Zhongchao Inc.,26011115,15567865.4208,0.23199886,1.06,11200,27571808.2037037,-1.85185185,160,,,,,Sell
BOXL,Boxlight Corporation,74774600,68302783.5954,0.552841,0.366,156262,27441841.22831959,4.06596531,2640,7056,2.33153256,2.35996588,0.36,Buy
HARP,"Harpoon Therapeutics, Inc.",37595800,23377143.6316,0.96741694,0.7298,146337,27437405.07220429,7.10302319,2116,200,1.26210743,1.26210743,0.69,Buy
YGMZ,MingZhu Logistics Holdings Limited,22960300,7484529.7131,0.08927719,1.19,105249,27322730.66393443,-2.45901639,15176,826,10.64754098,-0.81967213,1.21,Sell
RENN,Renren Inc.,18505256.9333333,16237271.1488413,0.96300857,1.04,30813,27315001,-3.7037037,,,,,,Strong Sell
ONTX,"Onconova Therapeutics, Inc.",20969600,20857894.9408,0.71386161,1.3,321132,27260425.07042254,-8.45070423,3357,848,0.70422535,0,1.42,Buy
AFIB,"Acutus Medical, Inc.",28894100,19217176.969,1.11955888,0.9379,120320,27099757,0,880,2567,0,2.35632797,0.96,Buy
APLM,Apollomics Inc.,6257455,6203609.599725,0.25919605,4.22,84110,27061614,0,671,100,3.55450237,3.55450237,4.37,Sell
BRN,"Barnwell Industries, Inc.",9956690,4915866.77025,0.39646103,2.71,8411,26982622,0,,,,,,Neutral
INTZ,Intrusion Inc.,21248200,14659090.6836,0.94365971,1.26,19394,26772726.87804878,2.43902439,521,850,0.81300813,1.62601626,1.25,Buy
ENTX,Entera Bio Ltd.,28809900,22171033.0737,0.57432578,0.9141,29282,26335149.32625,3.875,,,,,,Buy
SOPA,Society Pass Incorporated,27082849,17304532.202852,0.99688942,0.9722,57719,26329945.48629381,-2.379757,,6813,-0.59242896,-2.60066272,0.97,Sell
TGL,Treasure Global Inc.,17573830,9896245.44492,6.43413151,1.49,308229,26185008.44155845,-3.24675325,919,,,,,Buy
LSTA,"Lisata Therapeutics, Inc.",7998340,6530276.68636,0.73107375,3.27,4109,26154577,0,104,,,,,Buy
ICLK,iClick Interactive Asia Group Limited,9002246,,0.18681742,2.31,5621,26123832,-11.49425287,170,,,,,Strong Sell
EDTK,Skillful Craftsman Education Technology Limited,14900000,7374993.4,1.23389341,1.74,54497,25926000,2.65486726,535,,,,,Buy
MATH,Metalpha Technology Holding Limited,26898400,12154660.7032,0.78426928,0.96,16608,25822436.16,-4,,,,,,Sell
CEI,"Camber Energy, Inc.",20000000,20000000,0.63200451,1.29,284168,25799999.00769231,-0.76923077,14948,13173,3.07692308,-1.53846154,1.28,Sell
ICU,SeaStar Medical Holding Corporation,13296500,2512320.489,6.6647938,1.94,199282,25795240.68367347,-1.02040816,155699,,,,,Sell
MTEM,"Molecular Templates, Inc.",56351600,45043693.4828,0.512076,0.4518,49081,25459674.968,0.4,672,100,5.2,5.2,0.4734,Buy
VYNE,VYNE Therapeutics Inc.,3264270,3137923.16538,0.89262344,7.79,172698,25428678.41224019,-10.04618938,4189,,,,,Buy
PAVS,Paranovus Entertainment Technology Ltd.,3342730,6342409.6164,0.13950192,3.6237,1811,25227945.06751381,7.58565406,,,,,,Sell
SMX,SMX (Security Matters) Public Limited Company,12900000,12232941,1.07721519,1.12,4831130,25201463.6294278,-38.96457766,192445,478457,-0.81743869,-2.9972752,1.78,Sell
KUKE,Kuke Music Holding Limited,21236016,,0.19054715,0.8,51017,25089548,-5.88235294,1500,1800,3.71764706,0.25882353,0.8522,Sell
EVGN,Evogene Ltd.,41244400,40404045.35,0.74737317,0.607,44356,25035380.88438508,1.20040013,1998,3450,-2.16738913,0.03334445,0.6,Buy
USEA,United Maritime Corporation,8862004,7211801.373156,0.33092705,2.82,13638,24990880.57553957,1.43884892,,100,-0.71942446,-0.71942446,2.76,Buy
GNS,Genius Group Limited,21487380,10589754.40968,0.45986281,1.16,1843544,24925332.23140496,-4.1322314,116003,172386,2.47933884,-3.30578512,1.17,Neutral
PTN,"Palatin Technologies, Inc.",11152700,10116368.8106,0.86497778,2.23,68322,24870474.62389381,-1.32743363,315,5333,2.21238938,3.98230088,2.35,Sell
MKUL,"Molekule Group, Inc.",15496932,5547963.643728,0.19129981,1.6,15907,24795092.02453989,-1.8404908,860,,,,,Sell
LYT,Lytus Technologies Holdings PTV. Ltd.,34154062,4862069.804134,0.11350566,0.658,24148,24725305.0969697,-0.3030303,300,1740,1.13636364,0.75757576,0.665,Strong Sell
SFR,"Appreciate Holdings, Inc.",17057200,13808741.546,0.07406704,0.51,101483,24611185.3939394,3.03030303,2716,3815,0.02020202,5.95959596,0.5245,Sell
WLMS,Williams Industrial Services Group Inc.,27058300,23449967.4618,0.93165898,0.908,16678,24568951.7031441,0.87768026,252,,,,,Sell
SOS,SOS Limited,5971147.706,,0.54605261,3.88,20070,24510941,0,,450,0.21649485,1.24226804,3.9282,Sell
NVOS,"Novo Integrated Sciences, Inc.",144258000,130211310.024,1.25658612,0.1694,20493261,24437223.4974722,-14.35793731,1141342,1277759,2.83114257,6.06673407,0.2098,Buy
GREE,Greenidge Generation Holdings Inc.,59798172,29322972.6958,0.61758582,0.4085,439339,24427534.97151673,-3.03821505,16558,2515,7.42938524,3.72656065,0.437,Sell
ANGN,Angion Biomedica Corp.,30113500,20171467.748,1.06972986,0.81,68978,24391922.69620254,2.53164557,312,,,,,Buy
DALN,DallasNews Corporation - Series A,5352508,4614152.63216,2.85067766,4.54,96437,24300527.56444445,0.88888889,379,,,,,Buy
LGL,"LGL Group, Inc. (The)",5352940,3819954.33692,0.11458297,4.53,326,24248805.61194802,-2.37279369,,,,,,Neutral
RNXT,"RenovoRx, Inc.",9100450,7287458.351,1.344543,2.66,17448,24207192.67870036,-3.97111913,101,,,,,Sell
CPIX,Cumberland Pharmaceuticals Inc.,14395400,7876889.3674,1.26679743,1.68,13886,24184273,0,299,,,,,Strong Sell
LTRY,"Lottery.com, Inc.",50760800,35281750.8872,0.18734996,0.475,141095,24111379.18454936,1.93133047,22668,,,,,Buy
GLBZ,Glen Burnie Bancorp,2868500,2199935.8365,0.25922489,8.4,810,24095432.57205345,5.58202089,,,,,,Buy
BFI,BurgerFi International Inc,23823100,11447404.5427,0.33605745,1.01,15182,24061336.6974359,3.58974359,521,,,,,Sell
ILAG,Intelligent Living Application Group Inc.,18060000,8700007.68,0.03628645,1.33,79802,24019783.61312182,2.4179886,1735,21264,-0.66225166,6.26828893,1.38,Buy
CLEU,China Liberal Education Holdings Limited,31598300,26638662.4303,0.16369587,0.76,77831,24014731.46384007,1.97236012,13151,7925,-0.44277472,2.72373541,0.7656,Neutral
VEDU,Visionary Education Technology Holdings Group Inc.,39250000,7364987.75,0.08577438,0.6106,7259,23966050,-4.59375,600,,,,,Sell
RAYA,Erayak Power Solution Group Inc.,12000000,3600003,0.70774322,1.99,23142,23880000,7.56756757,501,,,,,Buy
LOV,Spark Networks SE,26238200,24660339.6048,0.05109346,0.9051,14141,23876762,-0.53846154,150,,,,,Buy
HUSA,Houston American Energy Corporation,10622500,9430613.01,0.68412492,2.24,82947,23794439.17488789,0.44843049,1004,750,-2.24215247,-2.21524664,2.1806,Neutral
RGLS,Regulus Therapeutics Inc.,16840300,14541548.5291,0.26116275,1.41,4392,23744767.6917458,2.99488678,241,,,,,Buy
PETV,"PetVivo Holdings, Inc.",10837600,6353142.0088,0.23421143,2.19,2942,23734422.34913793,-5.60344828,128,200,-8.18965517,-8.18965517,2.13,Strong Sell
AIM,AIM ImmunoTech Inc.,48407300,47488045.373,0.5149741,0.49,30381,23719590.63917526,1.03092784,866,100,3.09278351,3.09278351,0.5,Buy
SLGG,"Super League Gaming, Inc.",37795100,26442359.0424,4.08680211,0.625,747311,23621923.6291219,15.78362356,50349,38353,1.88958874,1.85253798,0.5498,Strong Buy
NCTY,The9 Limited - American Depository Shares,28247919.4333333,28210462.6921643,0.37833602,0.8499,55287,23538098,3.63370321,371,,,,,Sell
OPHC,"OptimumBank Holdings, Inc.",7250220,5649059.66454,0.47351429,3.24,1584,23490711.77142858,2.85714286,,,,,,Buy
LASE,Laser Photonics Corporation,7878419,2997517.833768,0.41924732,2.98,20490,23477674.43365696,-3.55987055,,350,-1.29449838,-0.64724919,3.07,Sell
ELTK,Eltek Ltd.,5849680,1783766.32112,0.38458485,3.99,969,23340215.3409091,-1.10543796,,,,,,Neutral
KLR,"Kaleyra, Inc.",12959700,8416677.165,0.27128479,1.77,12633,23187870.42352942,4.11764706,1134,,,,,Neutral
UNCY,"Unicycive Therapeutics, Inc.",15233800,9132465.0606,1.31430818,1.52,412511,23155431.8367347,3.40136054,2484,,,,,Buy
NH,"NantHealth, Inc.",7703300,2029472.9015,0.29074578,3,67186,23109912.66233766,-2.5974026,302,758,-3.57142857,0.32467532,3.09,Buy
XIN,Xinyuan Real Estate Co Ltd,5387886.05,5319142.011888,0.08588137,3.63,63454,23006273,-14.9882904,1254,1200,2.81030445,-3.98126464,4.1,Sell
LKCO,Luokung Technology Corp,16416600,15067336.0626,1.72865344,1.4,309574,22983271.64383562,-4.10958904,797,1000,-4.79452055,-6.84931507,1.36,Sell
GSUN,Golden Sun Education Group Limited,18355491,8735483.854926,0.06065353,1.25,197046,22944363.0952381,-0.79365079,4910,15149,3.17460317,-3.17460317,1.22,Sell
COCP,"Cocrystal Pharma, Inc.",8143330,5089198.51349,1.16961462,2.81,47928,22882764.63043479,1.8115942,540,300,3.25724638,3.26086957,2.85,Buy
SALM,"Salem Media Group, Inc.",27216796,11714884.5656,2.92478246,1.05,66115,22746245.82524272,1.94174757,21542,,,,,Buy
SGRP,"SPAR Group, Inc.",21845400,7850144.49,0.38823937,1.04,6160,22719229.38613861,2.97029703,166,,,,,Sell
SEV,Sono Group N.V.,87868774,38851651.70559,0.15994121,0.2582,415940,22687718.70955316,-0.53929122,23096,28333,-3.2742681,0.1540832,0.26,Neutral
RAVE,"Rave Restaurant Group, Inc.",14154500,9980705.967,1.97838275,1.6,49896,22647125.33333334,6.66666667,186,,,,,Strong Buy
MBRX,"Moleculin Biotech, Inc.",28627800,27884965.8456,0.41366603,0.784,42926,22444215.73088986,-1.60506734,464,1522,-0.8520449,1.40702244,0.808,Sell
EFTR,"eFFECTOR Therapeutics, Inc.",42401200,14423064.9884,0.64847634,0.525,125087,22260640.69444445,-2.77777778,1133,2310,-3.7037037,-1.96296296,0.5294,Buy
BSQR,BSQUARE Corporation,20017000,17349334.41,0.95237107,1.11,18354,22218904.62385321,1.83486239,264,,,,,Buy
FBRX,"Forte Biosciences, Inc.",21007100,16961615.7033,0.43767082,1.055,19456,22162456.66037736,-0.47169811,319,1000,-0.94339623,-0.94339623,1.05,Sell
LPCN,Lipocine Inc.,88510800,86017096.7208,0.93625462,0.25,230187,22127697.5308642,2.88065844,1538,1100,2.1399177,2.4691358,0.249,Sell
MDJH,MDJM LTD,11675200,1455208.6032,0.08149518,1.8899,51639,22064989.8376699,-8.25728155,5173,4919,-3.39805825,-7.2815534,1.91,Neutral
AGE,"AgeX Therapeutics, Inc.",37951300,21459676.4389,0.83457741,0.58,15038,22011732,0,332,,,,,Sell
TNXP,Tonix Pharmaceuticals Holding Corp.,62539500,62507041.9995,8.7465067,0.3515,6920181,21982632.48870112,-30.92945569,189036,70775,-1.76852034,0.19650226,0.5099,Strong Sell
TAIT,Taitron Components Incorporated,5996182,3573167.5818,0.31851023,3.65,2817,21886056.40326976,-0.54495913,,,,,,Buy
CGRN,Capstone Green Energy Corporation,18347800,17226400.8118,2.6599829,1.19,91455,21833927.38135593,0.84745763,650,2028,2.54237288,5.93220339,1.25,Sell
NMTC,NeuroOne Medical Technologies Corporation,16363900,14471840.4264,0.10614427,1.33,25928,21764049.5882353,-2.20588235,891,302,-2.94117647,-2.20588235,1.33,Sell
BMRA,"Biomerica, Inc.",16821600,15569669.2416,0.48775862,1.29,26489,21699923.68656717,-3.73134328,5014,,,,,Sell
TPST,"Tempest Therapeutics, Inc.",10561700,4207760.1566,0.0755054,2.05,98046,21651484,0,628,130,0,0,2.05,Sell
EKSO,"Ekso Bionics Holdings, Inc.",13502900,11631681.6209,0.49246545,1.6,11363,21604598.21656051,1.91082803,270,,,,,Buy
ACOR,"Acorda Therapeutics, Inc.",24337700,24155191.5877,0.82100013,0.88,3374063,21417172,0,34666,483759,-10.29545455,-13.55681818,0.7607,Strong Buy
ACST,"Acasti Pharma, Inc.",44612800,39531535.91840001,1.11582883,0.48,45359,21414159.65217391,4.34782609,522,463,-13.04347826,1,0.4646,Buy
TNON,"Tenon Medical, Inc.",11236801,7233083.856496,0.38301521,1.9,12953,21377467.96791444,1.60427807,446,,,,,Buy
EQS,"Equus Total Return, Inc.",13518000,3353869.872,0.06702578,1.58,708,21358400,0,200,,,,,Buy
ZKIN,"ZK International Group Co., Ltd",30392900,18068031.9778,0.52244781,0.7001,64926,21278096.00485303,-2.92567942,,,,,,Neutral
NMRD,Nemaura Medical Inc.,28899400,14643181.483,1.50990532,0.7359,21577,21267070.95689801,-5.39902995,140,,,,,Strong Sell
TISI,"Team, Inc.",4342960,4145255.43192,0.32306466,4.88,6933,21193658.17558887,4.49678801,1973,,,,,Sell
SEAC,"SeaChange International, Inc.",50497700,38040927.364,0.57555766,0.418,54466,21108042.61961156,-0.9947892,700,,,,,Sell
WHLM,"Wilhelmina International, Inc.",5157000,508170.78,0.97080327,4.08,2005,21040560,3.03030303,,,,,,Sell
LMNL,Liminal BioSciences Inc.,2331300,2328232.0092,1.06554072,6.77,8984,21015582.78023599,-0.14749263,,,,,,Buy
XWEL,"XWELL, Inc.",83418500,81165116.0595,0.34165559,0.2511,84987,20946392.47514677,-1.7221135,1359,5363,3.71819961,3.71819961,0.265,Sell
SGMA,"SigmaTron International, Inc.",6071290,4630560.74042,0.05587099,3.45,92679,20945944.30294906,-7.50670241,1637,1530,-1.60321716,-1.8766756,3.66,Neutral
OPXS,"Optex Systems Holdings, Inc.",6763070,4890687.01822,8.54466781,3.09,31793,20897885.0472973,5.64824945,154,,,,,Buy
PALT,"Paltalk, Inc.",9222160,5119783.56776,4.60289758,2.26,313322,20842076.05518232,15.90337966,11350,,,,,Strong Buy
FGF,"FG Financial Group, Inc.",9437660,5978634.92042,0.37535625,2.2,619,20762849.74358975,-7.13381173,,,,,,Strong Sell
VERO,Venus Concept Inc.,79991100,32726998.71630001,19.94929784,0.2563,3908243,20501727.77795786,38.46569422,23595,350,2.64721772,-2.26904376,0.1809,Strong Buy
ELYS,"Elys Game Technology, Corp.",38812800,27846747.9264,1.06336389,0.5273,88286,20466012.87092311,4.230085,3729,2128,0.13836727,0.13836727,0.5066,Buy
VIVK,"Vivakor, Inc.",18064800,8979361.7472,0.26787782,1.13,4975,20413267.38392857,0.89285714,,,,,,Neutral
NRSN,NeuroSense Therapeutics Ltd.,11781963,6804401.745501,0.18452497,1.73,21490,20398367,0,363,,,,,Sell
SHFS,"SHF Holdings, Inc.",23732889,595719.246789,0.03060577,0.4955,14286,20375729.35487078,-1.49105368,1000,2870,-2.58449304,-4.1749503,0.482,Sell
TKAT,"Takung Art Co., Ltd.",34991900,31991904.4454,0.17986288,0.5801,32893,20298793.13879003,-1.69462803,351,,,,,Sell
CHSN,Chanson International Holding,12750000,3750001.41,0.33706132,1.59,90673,20272500,-1.54798762,,130,-3.40557276,-3.40557276,1.56,Sell
FNCH,"Finch Therapeutics Group, Inc.",48144900,16932561.33,1.60541492,0.42,243256,20220869.16455696,6.32911392,519,200,-2.53164557,-1.26582278,0.39,Buy
AEHL,Antelope Enterprise Holdings Limited,13060700,3989286.3294,0.69840559,1.1174,71084,20105035.13859649,-1.98245614,500,1600,0.87719298,0,1.14,Buy
HGEN,"Humanigen, Inc.",119080000,118876254.12,1.05907337,0.1685,996720,20065001.8187169,-0.82401413,11048,26111,-1.11830489,-2.88404944,0.165,Buy
MOGU,MOGU Inc.,7203662,6665253.098458,0.2775002,2.465,18328,20043239,1.02459016,,,,,,Sell
BTTX,"Better Therapeutics, Inc.",23852300,1954385.9051,0.69509541,0.84,138634,20035908.9,5,1154,2200,-8.375,-1.25,0.79,Sell
GBNH,Greenbrook TMS Inc.,29436500,7020369.758,0.28027015,0.68,10661,20016820,-0.68643201,,,,,,Neutral
GLBS,Globus Maritime Limited,20582300,19725788.1678,0.81688047,0.970018,30998,19965200.8990898,0.00175258,850,236,0.51536029,0.51536029,0.975,Sell
VCNX,"Vaccinex, Inc.",54856400,25168445.4584,2.149182,0.3635,182181,19940290.42408821,2.77070964,7213,6502,7.43567995,3.81679389,0.3672,Sell
MGRX,"Mangoceuticals, Inc.",17315000,6320009.63,0.17871253,1.15,155380,19912250,-4.16666667,2735,2150,0,-1.66666667,1.18,Sell
